Date,original,alpha,delta,omicron,sum,pororig,poralp,pordlt,poromi
20/05/2021,0,5991,4150,0,10141,0,0.590770141,0.409229859,0
21/05/2021,0,4327,3800,0,8127,0,0.532422788,0.467577212,0
22/05/2021,0,3974,3843,0,7817,0,0.508379174,0.491620826,0
23/05/2021,0,3234,3985,0,7219,0,0.447984485,0.552015515,0
24/05/2021,0,5436,7357,0,12793,0,0.424919878,0.575080122,0
25/05/2021,0,5236,8543,0,13779,0,0.379998549,0.620001451,0
26/05/2021,0,5605,9047,0,14652,0,0.382541633,0.617458367,0
27/05/2021,0,5914,9456,0,15370,0,0.384775537,0.615224463,0
28/05/2021,0,5513,9238,0,14751,0,0.373737374,0.626262626,0
29/05/2021,0,4127,9025,0,13152,0,0.313792579,0.686207421,0
30/05/2021,0,3080,8756,0,11836,0,0.260223048,0.739776952,0
31/05/2021,0,4066,10860,0,14926,0,0.272410559,0.727589441,0
01/06/2021,0,4974,16901,0,21875,0,0.227382857,0.772617143,0
02/06/2021,0,3881,18323,0,22204,0,0.174788326,0.825211674,0
03/06/2021,0,3742,18942,0,22684,0,0.164962088,0.835037912,0
04/06/2021,0,5190,19112,0,24302,0,0.21356267,0.78643733,0
05/06/2021,0,3542,16313,0,19855,0,0.178393352,0.821606648,0
06/06/2021,0,2803,16260,0,19063,0,0.147038766,0.852961234,0
07/06/2021,0,4589,26543,0,31132,0,0.1474046,0.8525954,0
08/06/2021,0,3065,25811,0,28876,0,0.10614351,0.89385649,0
09/06/2021,0,2587,26235,0,28822,0,0.089757824,0.910242176,0
10/06/2021,0,1879,27703,0,29582,0,0.063518356,0.936481644,0
11/06/2021,0,1509,25456,0,26965,0,0.055961431,0.944038569,0
12/06/2021,0,1093,18635,0,19728,0,0.055403487,0.944596513,0
13/06/2021,0,786,18258,0,19044,0,0.041272842,0.958727158,0
14/06/2021,0,1355,31800,0,33155,0,0.040868647,0.959131353,0
15/06/2021,0,878,34084,0,34962,0,0.02511298,0.97488702,0
16/06/2021,0,970,33809,0,34779,0,0.027890394,0.972109606,0
17/06/2021,0,801,34795,0,35596,0,0.022502528,0.977497472,0
18/06/2021,0,1062,34969,0,36031,0,0.029474619,0.970525381,0
19/06/2021,0,632,22875,0,23507,0,0.026885609,0.973114391,0
20/06/2021,0,477,21438,0,21915,0,0.021765914,0.978234086,0
21/06/2021,0,986,39199,0,40185,0,0.024536519,0.975463481,0
22/06/2021,0,600,38780,0,39380,0,0.01523616,0.98476384,0
23/06/2021,0,632,37243,0,37875,0,0.016686469,0.983313531,0
24/06/2021,0,631,28901,0,29532,0,0.021366653,0.978633347,0
25/06/2021,0,370,22716,0,23086,0,0.016027029,0.983972971,0
26/06/2021,0,523,24878,0,25401,0,0.020589741,0.979410259,0
27/06/2021,0,262,23696,0,23958,0,0.010935804,0.989064196,0
28/06/2021,0,585,33401,0,33986,0,0.01721297,0.98278703,0
29/06/2021,0,524,41828,0,42352,0,0.012372497,0.987627503,0
30/06/2021,0,462,32308,0,32770,0,0.014098261,0.985901739,0
01/07/2021,0,262,29723,0,29985,0,0.008737702,0.991262298,0
02/07/2021,0,231,25090,0,25321,0,0.009122862,0.990877138,0
03/07/2021,0,184,18460,0,18644,0,0.009869127,0.990130873,0
04/07/2021,0,185,26844,0,27029,0,0.0068445,0.9931555,0
05/07/2021,0,247,29871,0,30118,0,0.008201076,0.991798924,0
06/07/2021,0,154,22149,0,22303,0,0.006904901,0.993095099,0
07/07/2021,0,154,26929,0,27083,0,0.005686224,0.994313776,0
08/07/2021,0,46,22308,0,22354,0,0.002057797,0.997942203,0
09/07/2021,0,108,22806,0,22914,0,0.004713276,0.995286724,0
10/07/2021,0,77,19329,0,19406,0,0.003967845,0.996032155,0
11/07/2021,0,61,22069,0,22130,0,0.002756439,0.997243561,0
12/07/2021,0,31,25016,0,25047,0,0.001237673,0.998762327,0
13/07/2021,0,77,23686,0,23763,0,0.003240332,0.996759668,0
14/07/2021,0,31,28530,0,28561,0,0.001085396,0.998914604,0
15/07/2021,0,15,20659,0,20674,0,0.000725549,0.999274451,0
16/07/2021,0,93,26230,0,26323,0,0.003533032,0.996466968,0
17/07/2021,0,61,18327,0,18388,0,0.003317381,0.996682619,0
18/07/2021,0,46,20972,0,21018,0,0.0021886,0.9978114,0
19/07/2021,0,31,30141,0,30172,0,0.001027443,0.998972557,0
20/07/2021,0,46,26755,0,26801,0,0.001716354,0.998283646,0
21/07/2021,0,93,26982,0,27075,0,0.003434903,0.996565097,0
22/07/2021,0,92,33168,0,33260,0,0.002766085,0.997233915,0
23/07/2021,0,77,32844,0,32921,0,0.002338933,0.997661067,0
24/07/2021,0,0,34296,0,34296,0,0,1,0
25/07/2021,0,62,40884,0,40946,0,0.001514189,0.998485811,0
26/07/2021,0,61,38812,0,38873,0,0.001569213,0.998430787,0
27/07/2021,0,0,36655,0,36655,0,0,1,0
28/07/2021,0,62,38568,0,38630,0,0.00160497,0.99839503,0
29/07/2021,0,46,35393,0,35439,0,0.001298005,0.998701995,0
30/07/2021,0,46,35844,0,35890,0,0.001281694,0.998718306,0
31/07/2021,0,16,32855,0,32871,0,0.000486751,0.999513249,0
01/08/2021,0,31,32441,0,32472,0,0.000954669,0.999045331,0
02/08/2021,0,46,37757,0,37803,0,0.001216835,0.998783165,0
03/08/2021,0,61,38802,0,38863,0,0.001569616,0.998430384,0
04/08/2021,0,16,35542,0,35558,0,0.000449969,0.999550031,0
05/08/2021,0,15,35070,0,35085,0,0.000427533,0.999572467,0
06/08/2021,0,0,37338,0,37338,0,0,1,0
07/08/2021,0,0,31037,0,31037,0,0,1,0
08/08/2021,0,16,30475,0,30491,0,0.000524745,0.999475255,0
09/08/2021,0,15,29373,0,29388,0,0.000510412,0.999489588,0
10/08/2021,0,0,37958,0,37958,0,0,1,0
11/08/2021,0,46,33454,0,33500,0,0.001373134,0.998626866,0
12/08/2021,0,16,40168,0,40184,0,0.000398168,0.999601832,0
13/08/2021,0,15,27343,0,27358,0,0.000548286,0.999451714,0
14/08/2021,0,0,27762,0,27762,0,0,1,0
15/08/2021,0,0,37603,0,37603,0,0,1,0
16/08/2021,0,15,41372,0,41387,0,0.000362433,0.999637567,0
17/08/2021,0,16,43375,0,43391,0,0.00036874,0.99963126,0
18/08/2021,0,0,50154,0,50154,0,0,1,0
19/08/2021,0,0,43884,0,43884,0,0,1,0
20/08/2021,0,0,31763,0,31763,0,0,1,0
21/08/2021,0,15,32462,0,32477,0,0.000461865,0.999538135,0
22/08/2021,0,16,37084,0,37100,0,0.000431267,0.999568733,0
23/08/2021,0,61,45220,0,45281,0,0.001347143,0.998652857,0
24/08/2021,0,16,41499,0,41515,0,0.000385403,0.999614597,0
25/08/2021,0,0,42856,0,42856,0,0,1,0
26/08/2021,0,0,32802,0,32802,0,0,1,0
27/08/2021,0,0,39108,0,39108,0,0,1,0
28/08/2021,0,0,42061,0,42061,0,0,1,0
29/08/2021,0,61,39877,0,39938,0,0.001527367,0.998472633,0
30/08/2021,0,0,46577,0,46577,0,0,1,0
31/08/2021,0,0,58273,0,58273,0,0,1,0
01/09/2021,0,0,42633,0,42633,0,0,1,0
02/09/2021,0,16,35579,0,35595,0,0.000449501,0.999550499,0
03/09/2021,0,0,36777,0,36777,0,0,1,0
04/09/2021,0,0,31392,0,31392,0,0,1,0
05/09/2021,0,0,33241,0,33241,0,0,1,0
06/09/2021,0,30,48087,0,48117,0,0.00062348,0.99937652,0
07/09/2021,0,16,28546,0,28562,0,0.000560185,0.999439815,0
08/09/2021,0,0,27634,0,27634,0,0,1,0
09/09/2021,0,0,28710,0,28710,0,0,1,0
10/09/2021,0,0,35791,0,35791,0,0,1,0
11/09/2021,0,0,33337,0,33337,0,0,1,0
12/09/2021,0,15,33973,0,33988,0,0.000441332,0.999558668,0
13/09/2021,0,0,42808,0,42808,0,0,1,0
14/09/2021,0,0,34413,0,34413,0,0,1,0
15/09/2021,0,31,32484,0,32515,0,0.000953406,0.999046594,0
16/09/2021,0,0,44939,0,44939,0,0,1,0
17/09/2021,0,31,35955,0,35986,0,0.000861446,0.999138554,0
18/09/2021,0,0,41923,0,41923,0,0,1,0
19/09/2021,0,0,38451,0,38451,0,0,1,0
20/09/2021,0,0,39809,0,39809,0,0,1,0
21/09/2021,0,0,42617,0,42617,0,0,1,0
22/09/2021,0,61,40185,0,40246,0,0.001515679,0.998484321,0
23/09/2021,0,0,37741,0,37741,0,0,1,0
24/09/2021,0,0,36146,0,36146,0,0,1,0
25/09/2021,0,0,17914,0,17914,0,0,1,0
26/09/2021,0,0,28408,0,28408,0,0,1,0
27/09/2021,0,0,44160,0,44160,0,0,1,0
28/09/2021,0,0,28906,0,28906,0,0,1,0
29/09/2021,0,0,38525,0,38525,0,0,1,0
30/09/2021,0,0,36062,0,36062,0,0,1,0
01/10/2021,0,0,32123,0,32123,0,0,1,0
02/10/2021,0,0,22286,0,22286,0,0,1,0
03/10/2021,0,0,28742,0,28742,0,0,1,0
04/10/2021,0,0,43386,0,43386,0,0,1,0
05/10/2021,0,0,34281,0,34281,0,0,1,0
06/10/2021,0,0,35923,0,35923,0,0,1,0
07/10/2021,0,0,29797,0,29797,0,0,1,0
08/10/2021,0,31,29892,0,29923,0,0.001035992,0.998964008,0
09/10/2021,0,0,33511,0,33511,0,0,1,0
10/10/2021,0,0,35177,0,35177,0,0,1,0
11/10/2021,0,31,45166,0,45197,0,0.000685886,0.999314114,0
12/10/2021,0,0,44048,0,44048,0,0,1,0
13/10/2021,0,0,33412,0,33412,0,0,1,0
14/10/2021,0,15,28699,0,28714,0,0.000522393,0.999477607,0
15/10/2021,0,0,35796,0,35796,0,0,1,0
16/10/2021,0,0,29797,0,29797,0,0,1,0
17/10/2021,0,0,42660,0,42660,0,0,1,0
18/10/2021,0,0,51198,0,51198,0,0,1,0
19/10/2021,0,0,50737,0,50737,0,0,1,0
20/10/2021,0,0,38250,0,38250,0,0,1,0
21/10/2021,0,0,35637,0,35637,0,0,1,0
22/10/2021,0,16,33750,0,33766,0,0.000473849,0.999526151,0
23/10/2021,0,0,39485,0,39485,0,0,1,0
24/10/2021,0,0,30306,0,30306,0,0,1,0
25/10/2021,0,15,47641,0,47656,0,0.000314756,0.999685244,0
26/10/2021,0,0,40333,0,40333,0,0,1,0
27/10/2021,0,0,41992,0,41992,0,0,1,0
28/10/2021,0,0,27348,0,27348,0,0,1,0
29/10/2021,0,0,36114,0,36114,0,0,1,0
30/10/2021,0,0,42946,0,42946,0,0,1,0
31/10/2021,0,0,45962,0,45962,0,0,1,0
01/11/2021,0,16,51749,8,51773,0,0.000309041,0.999536438,0.000154521
02/11/2021,0,0,37577,13,37590,0,0,0.999654163,0.000345837
03/11/2021,0,0,43821,4,43825,0,0,0.999908728,9.13E-05
04/11/2021,0,0,42585,0,42585,0,0,1,0
05/11/2021,0,0,52412,4,52416,0,0,0.999923687,7.63E-05
06/11/2021,0,0,41578,5,41583,0,0,0.999879759,0.000120241
07/11/2021,0,0,44372,0,44372,0,0,1,0
08/11/2021,0,0,58634,0,58634,0,0,1,0
09/11/2021,0,0,41281,0,41281,0,0,1,0
10/11/2021,0,15,35192,4,35211,0,0.000426003,0.999460396,0.000113601
11/11/2021,0,0,37244,0,37244,0,0,1,0
12/11/2021,0,15,38917,8,38940,0,0.000385208,0.999409348,0.000205444
13/11/2021,0,0,39093,0,39093,0,0,1,0
14/11/2021,0,0,34588,0,34588,0,0,1,0
15/11/2021,0,0,57335,22,57357,0,0,0.999616437,0.000383563
16/11/2021,0,0,48257,8,48265,0,0,0.999834248,0.000165752
17/11/2021,0,0,51145,9,51154,0,0,0.999824061,0.000175939
18/11/2021,0,0,42782,0,42782,0,0,1,0
19/11/2021,0,0,40009,0,40009,0,0,1,0
20/11/2021,0,0,38049,8,38057,0,0,0.999789789,0.000210211
21/11/2021,0,0,44668,4,44672,0,0,0.999910458,8.95E-05
22/11/2021,0,16,59731,30,59777,0,0.000267661,0.999230473,0.000501865
23/11/2021,0,0,43980,0,43980,0,0,1,0
24/11/2021,0,0,50636,30,50666,0,0,0.999407887,0.000592113
25/11/2021,0,0,53959,94,54053,0,0,0.998260966,0.001739034
26/11/2021,0,0,55343,115,55458,0,0,0.997926359,0.002073641
27/11/2021,0,0,40131,145,40276,0,0,0.996399841,0.003600159
28/11/2021,0,0,48230,106,48336,0,0,0.997807018,0.002192982
29/11/2021,0,0,84573,222,84795,0,0,0.997381921,0.002618079
30/11/2021,0,0,71936,332,72268,0,0,0.995405989,0.004594011
01/12/2021,0,0,69759,452,70211,0,0,0.993562262,0.006437738
02/12/2021,0,0,69335,702,70037,0,0,0.989976727,0.010023273
03/12/2021,0,0,68025,912,68937,0,0,0.98677053,0.01322947
04/12/2021,0,0,50191,1201,51392,0,0,0.976630604,0.023369396
05/12/2021,0,0,44372,1577,45949,0,0,0.96567934,0.03432066
06/12/2021,0,0,60828,3552,64380,0,0,0.944827586,0.055172414
07/12/2021,0,0,58162,5351,63513,0,0,0.915749532,0.084250468
08/12/2021,0,0,49693,6501,56194,0,0,0.884311492,0.115688508
09/12/2021,0,0,49497,9001,58498,0,0,0.846131492,0.153868508
10/12/2021,0,0,43433,12571,56004,0,0,0.77553389,0.22446611
11/12/2021,0,0,32505,13091,45596,0,0,0.712891482,0.287108518
12/12/2021,0,0,26648,18259,44907,0,0,0.593404146,0.406595854
13/12/2021,0,0,33963,41049,75012,0,0,0.452767557,0.547232443
14/12/2021,0,0,22965,51086,74051,0,0,0.310124104,0.689875896
15/12/2021,0,0,23579,75602,99181,0,0,0.237737067,0.762262933
16/12/2021,0,0,20548,63709,84257,0,0,0.243872913,0.756127087
17/12/2021,0,0,16303,59678,75981,0,0,0.2145668,0.7854332
18/12/2021,0,0,15142,74222,89364,0,0,0.169441833,0.830558167
19/12/2021,0,0,10579,75675,86254,0,0,0.122649384,0.877350616
20/12/2021,0,0,13600,93268,106868,0,0,0.127259797,0.872740203
21/12/2021,0,0,9429,69604,79033,0,0,0.119304594,0.880695406
22/12/2021,0,0,7208,78005,85213,0,0,0.084588032,0.915411968
23/12/2021,0,0,6688,91829,98517,0,0,0.067886761,0.932113239
24/12/2021,0,0,4367,77463,81830,0,0,0.053366736,0.946633264
25/12/2021,0,0,2195,56164,58359,0,0,0.037612022,0.962387978
26/12/2021,0,0,3572,81882,85454,0,0,0.041800267,0.958199733
27/12/2021,0,15,4160,100463,104638,0,0.000143351,0.039756112,0.960100537
28/12/2021,0,0,2820,101192,104012,0,0,0.027112256,0.972887744
29/12/2021,0,0,4203,136640,140843,0,0,0.029841739,0.970158261
30/12/2021,0,0,2533,108996,111529,0,0,0.022711582,0.977288418
31/12/2021,0,0,2083,85690,87773,0,0,0.023731671,0.976268329
01/01/2022,0,0,1262,56283,57545,0,0,0.021930663,0.978069337
02/01/2022,0,0,1706,97397,99103,0,0,0.017214413,0.982785587
03/01/2022,0,0,1908,116506,118414,0,0,0.01611296,0.98388704
04/01/2022,0,0,2194,132269,134463,0,0,0.016316756,0.983683244
05/01/2022,0,31,1479,109393,110903,0,0.000279524,0.013335978,0.986384498
06/01/2022,0,0,1495,110419,111914,0,0,0.013358472,0.986641528
07/01/2022,0,0,1150,98661,99811,0,0,0.011521776,0.988478224
08/01/2022,0,0,678,72932,73610,0,0,0.009210705,0.990789295
09/01/2022,0,15,588,71593,72196,0,0.000207768,0.008144496,0.991647737
10/01/2022,0,0,886,121355,122241,0,0,0.007247977,0.992752023
11/01/2022,0,0,667,111769,112436,0,0,0.005932264,0.994067736
12/01/2022,0,0,483,90346,90829,0,0,0.005317685,0.994682315
13/01/2022,0,16,487,86628,87131,0,0.000183632,0.005589285,0.994227083
14/01/2022,0,0,445,93511,93956,0,0,0.00473626,0.99526374
15/01/2022,0,0,318,88250,88568,0,0,0.003590462,0.996409538
16/01/2022,0,0,202,82623,82825,0,0,0.002438877,0.997561123
17/01/2022,0,0,281,121644,121925,0,0,0.002304696,0.997695304
18/01/2022,0,0,265,110189,110454,0,0,0.002399189,0.997600811
19/01/2022,0,0,281,104681,104962,0,0,0.002677159,0.997322841
20/01/2022,0,0,122,92770,92892,0,0,0.001313353,0.998686647
21/01/2022,0,0,137,103011,103148,0,0,0.001328189,0.998671811
22/01/2022,0,0,138,87198,87336,0,0,0.001580104,0.998419896
23/01/2022,0,0,127,76535,76662,0,0,0.001656623,0.998343377
24/01/2022,0,0,117,130608,130725,0,0,0.000895009,0.999104991
25/01/2022,0,0,111,110270,110381,0,0,0.001005608,0.998994392
26/01/2022,0,0,96,113179,113275,0,0,0.000847495,0.999152505
27/01/2022,0,0,58,106709,106767,0,0,0.000543239,0.999456761
28/01/2022,0,0,69,91024,91093,0,0,0.000757468,0.999242532
29/01/2022,0,0,32,70379,70411,0,0,0.000454474,0.999545526
30/01/2022,0,0,16,72918,72934,0,0,0.000219376,0.999780624
31/01/2022,0,0,53,120703,120756,0,0,0.000438902,0.999561098
01/02/2022,0,0,31,92084,92115,0,0,0.000336536,0.999663464
02/02/2022,0,0,80,91565,91645,0,0,0.000872934,0.999127066
03/02/2022,0,15,53,91415,91483,0,0.000163965,0.000579343,0.999256693
04/02/2022,0,0,21,76131,76152,0,0,0.000275764,0.999724236
05/02/2022,0,16,32,60266,60314,0,0.000265278,0.000530557,0.999204165
06/02/2022,0,0,26,48330,48356,0,0,0.000537679,0.999462321
07/02/2022,0,0,37,81400,81437,0,0,0.000454339,0.999545661
08/02/2022,0,0,53,73651,73704,0,0,0.000719093,0.999280907
09/02/2022,0,0,22,71491,71513,0,0,0.000307636,0.999692364
10/02/2022,0,0,37,57527,57564,0,0,0.000642763,0.999357237
11/02/2022,0,0,32,47721,47753,0,0,0.000670115,0.999329885
12/02/2022,0,0,26,33091,33117,0,0,0.000785095,0.999214905
13/02/2022,0,0,21,25918,25939,0,0,0.000809592,0.999190408
14/02/2022,0,0,6,61596,61602,0,0,9.74E-05,0.999902601
15/02/2022,0,0,21,46638,46659,0,0,0.000450074,0.999549926
16/02/2022,0,0,26,49250,49276,0,0,0.00052764,0.99947236
17/02/2022,0,0,21,41752,41773,0,0,0.000502717,0.999497283
18/02/2022,0,0,16,20832,20848,0,0,0.00076746,0.99923254
19/02/2022,0,0,22,28533,28555,0,0,0.000770443,0.999229557
20/02/2022,0,0,5,21347,21352,0,0,0.00023417,0.99976583
21/02/2022,0,0,16,41475,41491,0,0,0.000385626,0.999614374
22/02/2022,0,0,42,33433,33475,0,0,0.001254668,0.998745332
23/02/2022,0,0,5,28312,28317,0,0,0.000176572,0.999823428
24/02/2022,0,0,11,27622,27633,0,0,0.000398075,0.999601925
25/02/2022,0,0,5,22829,22834,0,0,0.000218972,0.999781028
26/02/2022,0,0,11,14007,14018,0,0,0.000784705,0.999215295
27/02/2022,0,0,5,17151,17156,0,0,0.000291443,0.999708557
28/02/2022,0,0,21,41675,41696,0,0,0.000503645,0.999496355
01/03/2022,0,0,22,36185,36207,0,0,0.000607617,0.999392383
02/03/2022,0,0,10,34250,34260,0,0,0.000291886,0.999708114
03/03/2022,0,0,6,28781,28787,0,0,0.000208427,0.999791573
04/03/2022,0,0,5,25555,25560,0,0,0.000195618,0.999804382
05/03/2022,0,0,10,21799,21809,0,0,0.000458526,0.999541474
06/03/2022,0,0,22,23221,23243,0,0,0.000946522,0.999053478
07/03/2022,0,0,31,53701,53732,0,0,0.000576937,0.999423063
08/03/2022,0,0,11,51742,51753,0,0,0.000212548,0.999787452
09/03/2022,0,0,0,55632,55632,0,0,0,1
10/03/2022,0,0,16,58507,58523,0,0,0.000273397,0.999726603
11/03/2022,0,0,26,56820,56846,0,0,0.000457376,0.999542624
12/03/2022,0,0,6,45415,45421,0,0,0.000132097,0.999867903
13/03/2022,0,0,5,41621,41626,0,0,0.000120117,0.999879883
14/03/2022,0,0,5,107143,107148,0,0,4.67E-05,0.999953336
15/03/2022,0,0,0,88851,88851,0,0,0,1
16/03/2022,0,0,6,62528,62534,0,0,9.59E-05,0.999904052
17/03/2022,0,0,5,71202,71207,0,0,7.02E-05,0.999929782
18/03/2022,0,0,5,53650,53655,0,0,9.32E-05,0.999906812
19/03/2022,0,0,0,29190,29190,0,0,0,1
