areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,03/04/2022,35620,18010880,31754,17108102,3866,902778
nation,England,E92000001,04/04/2022,45177,18056057,39835,17147937,5342,908120
nation,England,E92000001,05/04/2022,40371,18096428,35722,17183659,4649,912769
nation,England,E92000001,06/04/2022,36873,18133301,32583,17216242,4290,917059
nation,England,E92000001,07/04/2022,31727,18165028,27957,17244199,3770,920829
nation,England,E92000001,08/04/2022,27381,18192409,24298,17268497,3083,923912
nation,England,E92000001,09/04/2022,23008,18215417,20501,17288998,2507,926419
nation,England,E92000001,10/04/2022,25626,18241043,22855,17311853,2771,929190
nation,England,E92000001,11/04/2022,30588,18271631,26927,17338780,3661,932851
nation,England,E92000001,12/04/2022,27369,18299000,24166,17362946,3203,936054
nation,England,E92000001,13/04/2022,25494,18324494,22601,17385547,2893,938947
nation,England,E92000001,14/04/2022,21434,18345928,18975,17404522,2459,941406
nation,England,E92000001,15/04/2022,17299,18363227,15373,17419895,1926,943332
nation,England,E92000001,16/04/2022,16085,18379312,14354,17434249,1731,945063
nation,England,E92000001,17/04/2022,16261,18395573,14387,17448636,1874,946937
nation,England,E92000001,18/04/2022,20526,18416099,17835,17466471,2691,949628
nation,England,E92000001,19/04/2022,20579,18436678,17764,17484235,2815,952443
nation,England,E92000001,20/04/2022,16952,18453630,14752,17498987,2200,954643
nation,England,E92000001,21/04/2022,14509,18468139,12560,17511547,1949,956592
nation,England,E92000001,22/04/2022,12516,18480655,10840,17522387,1676,958268
nation,England,E92000001,23/04/2022,10569,18491224,9259,17531646,1310,959578
nation,England,E92000001,24/04/2022,11872,18503096,10252,17541898,1620,961198
nation,England,E92000001,25/04/2022,13409,18516505,11287,17553185,2122,963320
nation,England,E92000001,26/04/2022,11292,18527797,9629,17562814,1663,964983
nation,England,E92000001,27/04/2022,10108,18537905,8616,17571430,1492,966475
nation,England,E92000001,28/04/2022,9041,18546946,7704,17579134,1337,967812
nation,England,E92000001,29/04/2022,7977,18554923,6844,17585978,1133,968945
nation,England,E92000001,30/04/2022,6866,18561789,5944,17591922,922,969867
nation,England,E92000001,01/05/2022,7711,18569500,6630,17598552,1081,970948
nation,England,E92000001,02/05/2022,10320,18579820,8721,17607273,1599,972547
nation,England,E92000001,03/05/2022,11128,18590948,9280,17616553,1848,974395
nation,England,E92000001,04/05/2022,9771,18600719,8229,17624782,1542,975937
nation,England,E92000001,05/05/2022,8570,18609289,7192,17631974,1378,977315
nation,England,E92000001,06/05/2022,7491,18616780,6346,17638320,1145,978460
nation,England,E92000001,07/05/2022,6353,18623133,5443,17643763,910,979370
nation,England,E92000001,08/05/2022,7649,18630782,6402,17650165,1247,980617
nation,England,E92000001,09/05/2022,8853,18639635,7309,17657474,1544,982161
nation,England,E92000001,10/05/2022,8120,18647755,6743,17664217,1377,983538
nation,England,E92000001,11/05/2022,7239,18654994,6039,17670256,1200,984738
nation,England,E92000001,12/05/2022,6353,18661347,5320,17675576,1033,985771
nation,England,E92000001,13/05/2022,5746,18667093,4867,17680443,879,986650
nation,England,E92000001,14/05/2022,5123,18672216,4298,17684741,825,987475
nation,England,E92000001,15/05/2022,6700,18678916,5609,17690350,1091,988566
nation,England,E92000001,16/05/2022,7859,18686775,6432,17696782,1427,989993
nation,England,E92000001,17/05/2022,6809,18693584,5655,17702437,1154,991147
nation,England,E92000001,18/05/2022,6379,18699963,5308,17707745,1071,992218
nation,England,E92000001,19/05/2022,5762,18705725,4710,17712455,1052,993270
nation,England,E92000001,20/05/2022,5024,18710749,4216,17716671,808,994078
nation,England,E92000001,21/05/2022,4226,18714975,3575,17720246,651,994729
nation,England,E92000001,22/05/2022,5141,18720116,4332,17724578,809,995538
nation,England,E92000001,23/05/2022,6230,18726346,5106,17729684,1124,996662
nation,England,E92000001,24/05/2022,5584,18731930,4642,17734326,942,997604
nation,England,E92000001,25/05/2022,5175,18737105,4290,17738616,885,998489
nation,England,E92000001,26/05/2022,4801,18741906,3985,17742601,816,999305
nation,England,E92000001,27/05/2022,4466,18746372,3800,17746401,666,999971
nation,England,E92000001,28/05/2022,4140,18750512,3551,17749952,589,1000560
nation,England,E92000001,29/05/2022,4673,18755185,3979,17753931,694,1001254
nation,England,E92000001,30/05/2022,5911,18761096,5025,17758956,886,1002140
nation,England,E92000001,31/05/2022,5721,18766817,4892,17763848,829,1002969
nation,England,E92000001,01/06/2022,5691,18772508,4934,17768782,757,1003726
nation,England,E92000001,02/06/2022,5056,18777564,4309,17773091,747,1004473
nation,England,E92000001,03/06/2022,5557,18783121,4769,17777860,788,1005261
nation,England,E92000001,04/06/2022,6252,18789373,5334,17783194,918,1006179
nation,England,E92000001,05/06/2022,8321,18797694,6910,17790104,1411,1007590
nation,England,E92000001,06/06/2022,9769,18807463,8023,17798127,1746,1009336
nation,England,E92000001,07/06/2022,9438,18816901,7771,17805898,1667,1011003
nation,England,E92000001,08/06/2022,9938,18826839,8170,17814068,1768,1012771
nation,England,E92000001,09/06/2022,9532,18836371,7848,17821916,1684,1014455
nation,England,E92000001,10/06/2022,9130,18845501,7617,17829533,1513,1015968
nation,England,E92000001,11/06/2022,8430,18853931,7011,17836544,1419,1017387
nation,England,E92000001,12/06/2022,10682,18864613,8803,17845347,1879,1019266
nation,England,E92000001,13/06/2022,12887,18877500,10411,17855758,2476,1021742
nation,England,E92000001,14/06/2022,12584,18890084,10334,17866092,2250,1023992
nation,England,E92000001,15/06/2022,12330,18902414,10053,17876145,2277,1026269
nation,England,E92000001,16/06/2022,11836,18914250,9588,17885733,2248,1028517
nation,England,E92000001,17/06/2022,11563,18925813,9556,17895289,2007,1030524
nation,England,E92000001,18/06/2022,11582,18937395,9607,17904896,1975,1032499
nation,England,E92000001,19/06/2022,14469,18951864,11807,17916703,2662,1035161
nation,England,E92000001,20/06/2022,16837,18968701,13534,17930237,3303,1038464
nation,England,E92000001,21/06/2022,17442,18986143,14116,17944353,3326,1041790
nation,England,E92000001,22/06/2022,17669,19003812,14375,17958728,3294,1045084
nation,England,E92000001,23/06/2022,16595,19020407,13399,17972127,3196,1048280
nation,England,E92000001,24/06/2022,15506,19035913,12568,17984695,2938,1051218
nation,England,E92000001,25/06/2022,14383,19050296,11766,17996461,2617,1053835
nation,England,E92000001,26/06/2022,17958,19068254,14327,18010788,3631,1057466
nation,England,E92000001,27/06/2022,21772,19090026,17170,18027958,4602,1062068
nation,England,E92000001,28/06/2022,21639,19111665,17149,18045107,4490,1066558
nation,England,E92000001,29/06/2022,21529,19133194,16887,18061994,4642,1071200
nation,England,E92000001,30/06/2022,21271,19154465,16624,18078618,4647,1075847
nation,England,E92000001,01/07/2022,20720,19175185,16461,18095079,4259,1080106
nation,England,E92000001,02/07/2022,19134,19194319,15166,18110245,3968,1084074
nation,England,E92000001,03/07/2022,24576,19218895,18997,18129242,5579,1089653
nation,England,E92000001,04/07/2022,28028,19246923,21444,18150686,6584,1096237
nation,England,E92000001,05/07/2022,18155,19265078,14100,18164786,4055,1100292
