,Unnamed: 0,areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate
0,840,overview,United Kingdom,K02000001,2020/1/30,1,1,1,1
1,839,overview,United Kingdom,K02000001,2020/1/31,0,1,0,1
2,838,overview,United Kingdom,K02000001,2020/2/1,0,1,0,1
3,837,overview,United Kingdom,K02000001,2020/2/2,1,2,1,2
4,836,overview,United Kingdom,K02000001,2020/2/3,19,21,19,21
5,835,overview,United Kingdom,K02000001,2020/2/4,0,21,0,21
6,834,overview,United Kingdom,K02000001,2020/2/5,1,22,1,22
7,833,overview,United Kingdom,K02000001,2020/2/6,0,22,0,22
8,832,overview,United Kingdom,K02000001,2020/2/7,0,22,0,22
9,831,overview,United Kingdom,K02000001,2020/2/8,3,25,3,25
10,830,overview,United Kingdom,K02000001,2020/2/9,1,26,1,26
11,829,overview,United Kingdom,K02000001,2020/2/10,1,27,1,27
12,828,overview,United Kingdom,K02000001,2020/2/11,4,31,4,31
13,827,overview,United Kingdom,K02000001,2020/2/12,1,32,1,32
14,826,overview,United Kingdom,K02000001,2020/2/13,1,33,1,33
15,825,overview,United Kingdom,K02000001,2020/2/14,0,33,0,33
16,824,overview,United Kingdom,K02000001,2020/2/15,0,33,0,33
17,823,overview,United Kingdom,K02000001,2020/2/16,0,33,0,33
18,822,overview,United Kingdom,K02000001,2020/2/17,1,34,1,34
19,821,overview,United Kingdom,K02000001,2020/2/18,0,34,0,34
20,820,overview,United Kingdom,K02000001,2020/2/19,0,34,0,34
21,819,overview,United Kingdom,K02000001,2020/2/20,0,34,0,34
22,818,overview,United Kingdom,K02000001,2020/2/21,2,36,2,36
23,817,overview,United Kingdom,K02000001,2020/2/22,0,36,0,36
24,816,overview,United Kingdom,K02000001,2020/2/23,6,42,6,42
25,815,overview,United Kingdom,K02000001,2020/2/24,2,44,2,44
26,814,overview,United Kingdom,K02000001,2020/2/25,3,47,3,47
27,813,overview,United Kingdom,K02000001,2020/2/26,2,49,2,49
28,812,overview,United Kingdom,K02000001,2020/2/27,8,57,8,57
29,811,overview,United Kingdom,K02000001,2020/2/28,12,69,12,69
30,810,overview,United Kingdom,K02000001,2020/2/29,4,73,4,73
31,809,overview,United Kingdom,K02000001,2020/3/1,20,93,20,93
32,808,overview,United Kingdom,K02000001,2020/3/2,41,134,41,134
33,807,overview,United Kingdom,K02000001,2020/3/3,57,191,57,191
34,806,overview,United Kingdom,K02000001,2020/3/4,56,247,56,247
35,805,overview,United Kingdom,K02000001,2020/3/5,49,296,49,296
36,804,overview,United Kingdom,K02000001,2020/3/6,83,379,83,379
37,803,overview,United Kingdom,K02000001,2020/3/7,68,447,68,447
38,802,overview,United Kingdom,K02000001,2020/3/8,55,502,55,502
39,801,overview,United Kingdom,K02000001,2020/3/9,148,650,148,650
40,800,overview,United Kingdom,K02000001,2020/3/10,265,915,265,915
41,799,overview,United Kingdom,K02000001,2020/3/11,403,1318,403,1318
42,798,overview,United Kingdom,K02000001,2020/3/12,484,1802,484,1802
43,797,overview,United Kingdom,K02000001,2020/3/13,478,2280,478,2280
44,796,overview,United Kingdom,K02000001,2020/3/14,352,2632,352,2632
45,795,overview,United Kingdom,K02000001,2020/3/15,441,3073,441,3073
46,794,overview,United Kingdom,K02000001,2020/3/16,602,3675,602,3675
47,793,overview,United Kingdom,K02000001,2020/3/17,783,4458,783,4458
48,792,overview,United Kingdom,K02000001,2020/3/18,981,5439,981,5439
49,791,overview,United Kingdom,K02000001,2020/3/19,1042,6481,1042,6481
50,790,overview,United Kingdom,K02000001,2020/3/20,1252,7733,1252,7733
51,789,overview,United Kingdom,K02000001,2020/3/21,1181,8914,1181,8914
52,788,overview,United Kingdom,K02000001,2020/3/22,1363,10277,1363,10277
53,787,overview,United Kingdom,K02000001,2020/3/23,2290,12567,2290,12567
54,786,overview,United Kingdom,K02000001,2020/3/24,2354,14921,2354,14921
55,785,overview,United Kingdom,K02000001,2020/3/25,2666,17587,2666,17587
56,784,overview,United Kingdom,K02000001,2020/3/26,3039,20626,3039,20626
57,783,overview,United Kingdom,K02000001,2020/3/27,3154,23780,3154,23780
58,782,overview,United Kingdom,K02000001,2020/3/28,2774,26554,2774,26554
59,781,overview,United Kingdom,K02000001,2020/3/29,2818,29372,2818,29372
60,780,overview,United Kingdom,K02000001,2020/3/30,4195,33567,4195,33567
61,779,overview,United Kingdom,K02000001,2020/3/31,4463,38030,4463,38030
62,778,overview,United Kingdom,K02000001,2020/4/1,4891,42921,4891,42921
63,777,overview,United Kingdom,K02000001,2020/4/2,4824,47745,4824,47745
64,776,overview,United Kingdom,K02000001,2020/4/3,4852,52597,4852,52597
65,775,overview,United Kingdom,K02000001,2020/4/4,3976,56573,3976,56573
66,774,overview,United Kingdom,K02000001,2020/4/5,3556,60129,3556,60129
67,773,overview,United Kingdom,K02000001,2020/4/6,5273,65402,5273,65402
68,772,overview,United Kingdom,K02000001,2020/4/7,5477,70879,5477,70879
69,771,overview,United Kingdom,K02000001,2020/4/8,5146,76025,5146,76025
70,770,overview,United Kingdom,K02000001,2020/4/9,4875,80900,4875,80900
71,769,overview,United Kingdom,K02000001,2020/4/10,4327,85227,4327,85227
72,768,overview,United Kingdom,K02000001,2020/4/11,3585,88812,3585,88812
73,767,overview,United Kingdom,K02000001,2020/4/12,3507,92319,3507,92319
74,766,overview,United Kingdom,K02000001,2020/4/13,4203,96522,4203,96522
75,765,overview,United Kingdom,K02000001,2020/4/14,4335,100857,4335,100857
76,764,overview,United Kingdom,K02000001,2020/4/15,5070,105927,5070,105927
77,763,overview,United Kingdom,K02000001,2020/4/16,5292,111219,5292,111219
78,762,overview,United Kingdom,K02000001,2020/4/17,4977,116196,4977,116196
79,761,overview,United Kingdom,K02000001,2020/4/18,4743,120939,4743,120939
80,760,overview,United Kingdom,K02000001,2020/4/19,3881,124820,3881,124820
81,759,overview,United Kingdom,K02000001,2020/4/20,4441,129261,4441,129261
82,758,overview,United Kingdom,K02000001,2020/4/21,4795,134056,4795,134056
83,757,overview,United Kingdom,K02000001,2020/4/22,5517,139573,5517,139573
84,756,overview,United Kingdom,K02000001,2020/4/23,5167,144740,5167,144740
85,755,overview,United Kingdom,K02000001,2020/4/24,4961,149701,4961,149701
86,754,overview,United Kingdom,K02000001,2020/4/25,3757,153458,3757,153458
87,753,overview,United Kingdom,K02000001,2020/4/26,3476,156934,3476,156934
88,752,overview,United Kingdom,K02000001,2020/4/27,4739,161673,4739,161673
89,751,overview,United Kingdom,K02000001,2020/4/28,4719,166392,4719,166392
90,750,overview,United Kingdom,K02000001,2020/4/29,5433,171825,5433,171825
91,749,overview,United Kingdom,K02000001,2020/4/30,4961,176786,4961,176786
92,748,overview,United Kingdom,K02000001,2020/5/1,4766,181552,4766,181552
93,747,overview,United Kingdom,K02000001,2020/5/2,3258,184810,3258,184810
94,746,overview,United Kingdom,K02000001,2020/5/3,3002,187812,3002,187812
95,745,overview,United Kingdom,K02000001,2020/5/4,3398,191210,3398,191210
96,744,overview,United Kingdom,K02000001,2020/5/5,3686,194896,3686,194896
97,743,overview,United Kingdom,K02000001,2020/5/6,3832,198728,3832,198728
98,742,overview,United Kingdom,K02000001,2020/5/7,3787,202515,3787,202515
99,741,overview,United Kingdom,K02000001,2020/5/8,3064,205579,3064,205579
100,740,overview,United Kingdom,K02000001,2020/5/9,2170,207749,2170,207749
101,739,overview,United Kingdom,K02000001,2020/5/10,2337,210086,2337,210086
102,738,overview,United Kingdom,K02000001,2020/5/11,3612,213698,3612,213698
103,737,overview,United Kingdom,K02000001,2020/5/12,3410,217108,3410,217108
104,736,overview,United Kingdom,K02000001,2020/5/13,3330,220438,3330,220438
105,735,overview,United Kingdom,K02000001,2020/5/14,2630,223068,2630,223068
106,734,overview,United Kingdom,K02000001,2020/5/15,2530,225598,2530,225598
107,733,overview,United Kingdom,K02000001,2020/5/16,2082,227680,2081,227679
108,732,overview,United Kingdom,K02000001,2020/5/17,1837,229517,1837,229516
109,731,overview,United Kingdom,K02000001,2020/5/18,2581,232098,2577,232093
110,730,overview,United Kingdom,K02000001,2020/5/19,3063,235161,3060,235153
111,729,overview,United Kingdom,K02000001,2020/5/20,2719,237880,2719,237872
112,728,overview,United Kingdom,K02000001,2020/5/21,2567,240447,2565,240437
113,727,overview,United Kingdom,K02000001,2020/5/22,2057,242504,2056,242493
114,726,overview,United Kingdom,K02000001,2020/5/23,1532,244036,1529,244022
115,725,overview,United Kingdom,K02000001,2020/5/24,1373,245409,1370,245392
116,724,overview,United Kingdom,K02000001,2020/5/25,1625,247034,1622,247014
117,723,overview,United Kingdom,K02000001,2020/5/26,2070,249104,2069,249083
118,722,overview,United Kingdom,K02000001,2020/5/27,1825,250929,1823,250906
119,721,overview,United Kingdom,K02000001,2020/5/28,1757,252686,1753,252659
120,720,overview,United Kingdom,K02000001,2020/5/29,1531,254217,1528,254187
121,719,overview,United Kingdom,K02000001,2020/5/30,1132,255349,1129,255316
122,718,overview,United Kingdom,K02000001,2020/5/31,1080,256429,1080,256396
123,717,overview,United Kingdom,K02000001,2020/6/1,1439,257868,1438,257834
124,716,overview,United Kingdom,K02000001,2020/6/2,1492,259360,1489,259323
125,715,overview,United Kingdom,K02000001,2020/6/3,1369,260729,1365,260688
126,714,overview,United Kingdom,K02000001,2020/6/4,1249,261978,1248,261936
127,713,overview,United Kingdom,K02000001,2020/6/5,1123,263101,1120,263056
128,712,overview,United Kingdom,K02000001,2020/6/6,804,263905,801,263857
129,711,overview,United Kingdom,K02000001,2020/6/7,722,264627,721,264578
130,710,overview,United Kingdom,K02000001,2020/6/8,1099,265726,1097,265675
131,709,overview,United Kingdom,K02000001,2020/6/9,1165,266891,1162,266837
132,708,overview,United Kingdom,K02000001,2020/6/10,1196,268087,1193,268030
133,707,overview,United Kingdom,K02000001,2020/6/11,1013,269100,1006,269036
134,706,overview,United Kingdom,K02000001,2020/6/12,1053,270153,1052,270088
135,705,overview,United Kingdom,K02000001,2020/6/13,886,271039,884,270972
136,704,overview,United Kingdom,K02000001,2020/6/14,826,271865,826,271798
137,703,overview,United Kingdom,K02000001,2020/6/15,1045,272910,1043,272841
138,702,overview,United Kingdom,K02000001,2020/6/16,1103,274013,1098,273939
139,701,overview,United Kingdom,K02000001,2020/6/17,1017,275030,1012,274951
140,700,overview,United Kingdom,K02000001,2020/6/18,1022,276052,1022,275973
141,699,overview,United Kingdom,K02000001,2020/6/19,993,277045,988,276961
142,698,overview,United Kingdom,K02000001,2020/6/20,683,277728,681,277642
143,697,overview,United Kingdom,K02000001,2020/6/21,636,278364,634,278276
144,696,overview,United Kingdom,K02000001,2020/6/22,899,279263,892,279168
145,695,overview,United Kingdom,K02000001,2020/6/23,883,280146,877,280045
146,694,overview,United Kingdom,K02000001,2020/6/24,777,280923,774,280819
147,693,overview,United Kingdom,K02000001,2020/6/25,726,281649,724,281543
148,692,overview,United Kingdom,K02000001,2020/6/26,666,282315,665,282208
149,691,overview,United Kingdom,K02000001,2020/6/27,653,282968,648,282856
150,690,overview,United Kingdom,K02000001,2020/6/28,449,283417,446,283302
151,689,overview,United Kingdom,K02000001,2020/6/29,724,284141,718,284020
152,688,overview,United Kingdom,K02000001,2020/6/30,623,284764,618,284638
153,687,overview,United Kingdom,K02000001,2020/7/1,652,285416,647,285285
154,686,overview,United Kingdom,K02000001,2020/7/2,606,286022,601,285886
155,685,overview,United Kingdom,K02000001,2020/7/3,568,286590,563,286449
156,684,overview,United Kingdom,K02000001,2020/7/4,399,286989,398,286847
157,683,overview,United Kingdom,K02000001,2020/7/5,558,287547,556,287403
158,682,overview,United Kingdom,K02000001,2020/7/6,714,288261,706,288109
159,681,overview,United Kingdom,K02000001,2020/7/7,608,288869,601,288710
160,680,overview,United Kingdom,K02000001,2020/7/8,713,289582,705,289415
161,679,overview,United Kingdom,K02000001,2020/7/9,722,290304,713,290128
162,678,overview,United Kingdom,K02000001,2020/7/10,568,290872,563,290691
163,677,overview,United Kingdom,K02000001,2020/7/11,459,291331,455,291146
164,676,overview,United Kingdom,K02000001,2020/7/12,366,291697,364,291510
165,675,overview,United Kingdom,K02000001,2020/7/13,740,292437,736,292246
166,674,overview,United Kingdom,K02000001,2020/7/14,705,293142,698,292944
167,673,overview,United Kingdom,K02000001,2020/7/15,777,293919,771,293715
168,672,overview,United Kingdom,K02000001,2020/7/16,712,294631,704,294419
169,671,overview,United Kingdom,K02000001,2020/7/17,582,295213,578,294997
170,670,overview,United Kingdom,K02000001,2020/7/18,505,295718,499,295496
171,669,overview,United Kingdom,K02000001,2020/7/19,448,296166,443,295939
172,668,overview,United Kingdom,K02000001,2020/7/20,830,296996,817,296756
173,667,overview,United Kingdom,K02000001,2020/7/21,788,297784,776,297532
174,666,overview,United Kingdom,K02000001,2020/7/22,816,298600,804,298336
175,665,overview,United Kingdom,K02000001,2020/7/23,808,299408,803,299139
176,664,overview,United Kingdom,K02000001,2020/7/24,774,300182,764,299903
177,663,overview,United Kingdom,K02000001,2020/7/25,530,300712,527,300430
178,662,overview,United Kingdom,K02000001,2020/7/26,563,301275,560,300990
179,661,overview,United Kingdom,K02000001,2020/7/27,869,302144,857,301847
180,660,overview,United Kingdom,K02000001,2020/7/28,856,303000,836,302683
181,659,overview,United Kingdom,K02000001,2020/7/29,1062,304062,1043,303726
182,658,overview,United Kingdom,K02000001,2020/7/30,946,305008,926,304652
183,657,overview,United Kingdom,K02000001,2020/7/31,697,305705,686,305338
184,656,overview,United Kingdom,K02000001,2020/8/1,559,306264,552,305890
185,655,overview,United Kingdom,K02000001,2020/8/2,564,306828,558,306448
186,654,overview,United Kingdom,K02000001,2020/8/3,1060,307888,1042,307490
187,653,overview,United Kingdom,K02000001,2020/8/4,1065,308953,1037,308527
188,652,overview,United Kingdom,K02000001,2020/8/5,1092,310045,1067,309594
189,651,overview,United Kingdom,K02000001,2020/8/6,1105,311150,1089,310683
190,650,overview,United Kingdom,K02000001,2020/8/7,973,312123,958,311641
191,649,overview,United Kingdom,K02000001,2020/8/8,710,312833,704,312345
192,648,overview,United Kingdom,K02000001,2020/8/9,627,313460,622,312967
193,647,overview,United Kingdom,K02000001,2020/8/10,1499,314959,1482,314449
194,646,overview,United Kingdom,K02000001,2020/8/11,1378,316337,1348,315797
195,645,overview,United Kingdom,K02000001,2020/8/12,1242,317579,1221,317018
196,644,overview,United Kingdom,K02000001,2020/8/13,1156,318735,1149,318167
197,643,overview,United Kingdom,K02000001,2020/8/14,1185,319920,1164,319331
198,642,overview,United Kingdom,K02000001,2020/8/15,714,320634,710,320041
199,641,overview,United Kingdom,K02000001,2020/8/16,602,321236,596,320637
200,640,overview,United Kingdom,K02000001,2020/8/17,1298,322534,1286,321923
201,639,overview,United Kingdom,K02000001,2020/8/18,1116,323650,1099,323022
202,638,overview,United Kingdom,K02000001,2020/8/19,1282,324932,1258,324280
203,637,overview,United Kingdom,K02000001,2020/8/20,1498,326430,1470,325750
204,636,overview,United Kingdom,K02000001,2020/8/21,1218,327648,1198,326948
205,635,overview,United Kingdom,K02000001,2020/8/22,842,328490,836,327784
206,634,overview,United Kingdom,K02000001,2020/8/23,831,329321,828,328612
207,633,overview,United Kingdom,K02000001,2020/8/24,1301,330622,1289,329901
208,632,overview,United Kingdom,K02000001,2020/8/25,1270,331892,1250,331151
209,631,overview,United Kingdom,K02000001,2020/8/26,1388,333280,1359,332510
210,630,overview,United Kingdom,K02000001,2020/8/27,1591,334871,1563,334073
211,629,overview,United Kingdom,K02000001,2020/8/28,1632,336503,1621,335694
212,628,overview,United Kingdom,K02000001,2020/8/29,1230,337733,1225,336919
213,627,overview,United Kingdom,K02000001,2020/8/30,1171,338904,1167,338086
214,626,overview,United Kingdom,K02000001,2020/8/31,1513,340417,1506,339592
215,625,overview,United Kingdom,K02000001,2020/9/1,2288,342705,2267,341859
216,624,overview,United Kingdom,K02000001,2020/9/2,3077,345782,3015,344874
217,623,overview,United Kingdom,K02000001,2020/9/3,3152,348934,3105,347979
218,622,overview,United Kingdom,K02000001,2020/9/4,3092,352026,3057,351036
219,621,overview,United Kingdom,K02000001,2020/9/5,2551,354577,2544,353580
220,620,overview,United Kingdom,K02000001,2020/9/6,2465,357042,2455,356035
221,619,overview,United Kingdom,K02000001,2020/9/7,3931,360973,3878,359913
222,618,overview,United Kingdom,K02000001,2020/9/8,3370,364343,3330,363243
223,617,overview,United Kingdom,K02000001,2020/9/9,3365,367708,3343,366586
224,616,overview,United Kingdom,K02000001,2020/9/10,3628,371336,3606,370192
225,615,overview,United Kingdom,K02000001,2020/9/11,3324,374660,3294,373486
226,614,overview,United Kingdom,K02000001,2020/9/12,2670,377330,2659,376145
227,613,overview,United Kingdom,K02000001,2020/9/13,2154,379484,2147,378292
228,612,overview,United Kingdom,K02000001,2020/9/14,3428,382912,3399,381691
229,611,overview,United Kingdom,K02000001,2020/9/15,3551,386463,3521,385212
230,610,overview,United Kingdom,K02000001,2020/9/16,4399,390862,4371,389583
231,609,overview,United Kingdom,K02000001,2020/9/17,4675,395537,4653,394236
232,608,overview,United Kingdom,K02000001,2020/9/18,4973,400510,4946,399182
233,607,overview,United Kingdom,K02000001,2020/9/19,4889,405399,4884,404066
234,606,overview,United Kingdom,K02000001,2020/9/20,5340,410739,5333,409399
235,605,overview,United Kingdom,K02000001,2020/9/21,5627,416366,5611,415010
236,604,overview,United Kingdom,K02000001,2020/9/22,6441,422807,6418,421428
237,603,overview,United Kingdom,K02000001,2020/9/23,7096,429903,7072,428500
238,602,overview,United Kingdom,K02000001,2020/9/24,7682,437585,7658,436158
239,601,overview,United Kingdom,K02000001,2020/9/25,7318,444903,7299,443457
240,600,overview,United Kingdom,K02000001,2020/9/26,6809,451712,6801,450258
241,599,overview,United Kingdom,K02000001,2020/9/27,7023,458735,7012,457270
242,598,overview,United Kingdom,K02000001,2020/9/28,9983,468718,9963,467233
243,597,overview,United Kingdom,K02000001,2020/9/29,10367,479085,10325,477558
244,596,overview,United Kingdom,K02000001,2020/9/30,12717,491802,12683,490241
245,595,overview,United Kingdom,K02000001,2020/10/1,13358,505160,13327,503568
246,594,overview,United Kingdom,K02000001,2020/10/2,13854,519014,13823,517391
247,593,overview,United Kingdom,K02000001,2020/10/3,11667,530681,11657,529048
248,592,overview,United Kingdom,K02000001,2020/10/4,11954,542635,11945,540993
249,591,overview,United Kingdom,K02000001,2020/10/5,16755,559390,16716,557709
250,590,overview,United Kingdom,K02000001,2020/10/6,17250,576640,17219,574928
251,589,overview,United Kingdom,K02000001,2020/10/7,18575,595215,18544,593472
252,588,overview,United Kingdom,K02000001,2020/10/8,18427,613642,18404,611876
253,587,overview,United Kingdom,K02000001,2020/10/9,15903,629545,15869,627745
254,586,overview,United Kingdom,K02000001,2020/10/10,12652,642197,12636,640381
255,585,overview,United Kingdom,K02000001,2020/10/11,12213,654410,12203,652584
256,584,overview,United Kingdom,K02000001,2020/10/12,19710,674120,19681,672265
257,583,overview,United Kingdom,K02000001,2020/10/13,19135,693255,19100,691365
258,582,overview,United Kingdom,K02000001,2020/10/14,19933,713188,19906,711271
259,581,overview,United Kingdom,K02000001,2020/10/15,18639,731827,18599,729870
260,580,overview,United Kingdom,K02000001,2020/10/16,17938,749765,17900,747770
261,579,overview,United Kingdom,K02000001,2020/10/17,14888,764653,14870,762640
262,578,overview,United Kingdom,K02000001,2020/10/18,14330,778983,14309,776949
263,577,overview,United Kingdom,K02000001,2020/10/19,25926,804909,25892,802841
264,576,overview,United Kingdom,K02000001,2020/10/20,25680,830589,25631,828472
265,575,overview,United Kingdom,K02000001,2020/10/21,25785,856374,25754,854226
266,574,overview,United Kingdom,K02000001,2020/10/22,23497,879871,23473,877699
267,573,overview,United Kingdom,K02000001,2020/10/23,21714,901585,21678,899377
268,572,overview,United Kingdom,K02000001,2020/10/24,16464,918049,16445,915822
269,571,overview,United Kingdom,K02000001,2020/10/25,15905,933954,15893,931715
270,570,overview,United Kingdom,K02000001,2020/10/26,26807,960761,26779,958494
271,569,overview,United Kingdom,K02000001,2020/10/27,24360,985121,24331,982825
272,568,overview,United Kingdom,K02000001,2020/10/28,23907,1009028,23876,1006701
273,567,overview,United Kingdom,K02000001,2020/10/29,23649,1032677,23608,1030309
274,566,overview,United Kingdom,K02000001,2020/10/30,22896,1055573,22864,1053173
275,565,overview,United Kingdom,K02000001,2020/10/31,16702,1072275,16680,1069853
276,564,overview,United Kingdom,K02000001,2020/11/1,16001,1088276,15976,1085829
277,563,overview,United Kingdom,K02000001,2020/11/2,32003,1120279,31955,1117784
278,562,overview,United Kingdom,K02000001,2020/11/3,25989,1146268,25939,1143723
279,561,overview,United Kingdom,K02000001,2020/11/4,24055,1170323,24017,1167740
280,560,overview,United Kingdom,K02000001,2020/11/5,24102,1194425,24056,1191796
281,559,overview,United Kingdom,K02000001,2020/11/6,23714,1218139,23674,1215470
282,558,overview,United Kingdom,K02000001,2020/11/7,18784,1236923,18767,1234237
283,557,overview,United Kingdom,K02000001,2020/11/8,20252,1257175,20228,1254465
284,556,overview,United Kingdom,K02000001,2020/11/9,31556,1288731,31503,1285968
285,555,overview,United Kingdom,K02000001,2020/11/10,27828,1316559,27782,1313750
286,554,overview,United Kingdom,K02000001,2020/11/11,27792,1344351,27749,1341499
287,553,overview,United Kingdom,K02000001,2020/11/12,24876,1369227,24837,1366336
288,552,overview,United Kingdom,K02000001,2020/11/13,24438,1393665,24407,1390743
289,551,overview,United Kingdom,K02000001,2020/11/14,18258,1411923,18238,1408981
290,550,overview,United Kingdom,K02000001,2020/11/15,16258,1428181,16243,1425224
291,549,overview,United Kingdom,K02000001,2020/11/16,27006,1455187,26969,1452193
292,548,overview,United Kingdom,K02000001,2020/11/17,23531,1478718,23494,1475687
293,547,overview,United Kingdom,K02000001,2020/11/18,21118,1499836,21075,1496762
294,546,overview,United Kingdom,K02000001,2020/11/19,18074,1517910,18042,1514804
295,545,overview,United Kingdom,K02000001,2020/11/20,17134,1535044,17100,1531904
296,544,overview,United Kingdom,K02000001,2020/11/21,12556,1547600,12541,1544445
297,543,overview,United Kingdom,K02000001,2020/11/22,11913,1559513,11898,1556343
298,542,overview,United Kingdom,K02000001,2020/11/23,19082,1578595,19046,1575389
299,541,overview,United Kingdom,K02000001,2020/11/24,16705,1595300,16668,1592057
300,540,overview,United Kingdom,K02000001,2020/11/25,16857,1612157,16823,1608880
301,539,overview,United Kingdom,K02000001,2020/11/26,14817,1626974,14781,1623661
302,538,overview,United Kingdom,K02000001,2020/11/27,14597,1641571,14568,1638229
303,537,overview,United Kingdom,K02000001,2020/11/28,11105,1652676,11085,1649314
304,536,overview,United Kingdom,K02000001,2020/11/29,10874,1663550,10854,1660168
305,535,overview,United Kingdom,K02000001,2020/11/30,18265,1681815,18230,1678398
306,534,overview,United Kingdom,K02000001,2020/12/1,16746,1698561,16699,1695097
307,533,overview,United Kingdom,K02000001,2020/12/2,16748,1715309,16709,1711806
308,532,overview,United Kingdom,K02000001,2020/12/3,15926,1731235,15879,1727685
309,531,overview,United Kingdom,K02000001,2020/12/4,15866,1747101,15836,1743521
310,530,overview,United Kingdom,K02000001,2020/12/5,12917,1760018,12905,1756426
311,529,overview,United Kingdom,K02000001,2020/12/6,13765,1773783,13737,1770163
312,528,overview,United Kingdom,K02000001,2020/12/7,21644,1795427,21589,1791752
313,527,overview,United Kingdom,K02000001,2020/12/8,21097,1816524,21049,1812801
314,526,overview,United Kingdom,K02000001,2020/12/9,21937,1838461,21878,1834679
315,525,overview,United Kingdom,K02000001,2020/12/10,22927,1861388,22880,1857559
316,524,overview,United Kingdom,K02000001,2020/12/11,24425,1885813,24373,1881932
317,523,overview,United Kingdom,K02000001,2020/12/12,19592,1905405,19552,1901484
318,522,overview,United Kingdom,K02000001,2020/12/13,22279,1927684,22236,1923720
319,521,overview,United Kingdom,K02000001,2020/12/14,35221,1962905,35144,1958864
320,520,overview,United Kingdom,K02000001,2020/12/15,34414,1997319,34360,1993224
321,519,overview,United Kingdom,K02000001,2020/12/16,35438,2032757,35378,2028602
322,518,overview,United Kingdom,K02000001,2020/12/17,34440,2067197,34379,2062981
323,517,overview,United Kingdom,K02000001,2020/12/18,36417,2103614,36358,2099339
324,516,overview,United Kingdom,K02000001,2020/12/19,25589,2129203,25552,2124891
325,515,overview,United Kingdom,K02000001,2020/12/20,33064,2162267,33020,2157911
326,514,overview,United Kingdom,K02000001,2020/12/21,48192,2210459,48117,2206028
327,513,overview,United Kingdom,K02000001,2020/12/22,46475,2256934,46374,2252402
328,512,overview,United Kingdom,K02000001,2020/12/23,42936,2299870,42862,2295264
329,511,overview,United Kingdom,K02000001,2020/12/24,32391,2332261,32337,2327601
330,510,overview,United Kingdom,K02000001,2020/12/25,14419,2346680,14395,2341996
331,509,overview,United Kingdom,K02000001,2020/12/26,41109,2387789,41062,2383058
332,508,overview,United Kingdom,K02000001,2020/12/27,48519,2436308,48457,2431515
333,507,overview,United Kingdom,K02000001,2020/12/28,46407,2482715,46344,2477859
334,506,overview,United Kingdom,K02000001,2020/12/29,83088,2565803,82928,2560787
335,505,overview,United Kingdom,K02000001,2020/12/30,72161,2637964,72010,2632797
336,504,overview,United Kingdom,K02000001,2020/12/31,53945,2691909,53860,2686657
337,503,overview,United Kingdom,K02000001,2021/1/1,32482,2724391,32428,2719085
338,502,overview,United Kingdom,K02000001,2021/1/2,61654,2786045,61558,2780643
339,501,overview,United Kingdom,K02000001,2021/1/3,56332,2842377,56245,2836888
340,500,overview,United Kingdom,K02000001,2021/1/4,77970,2920347,77772,2914660
341,499,overview,United Kingdom,K02000001,2021/1/5,66635,2986982,66434,2981094
342,498,overview,United Kingdom,K02000001,2021/1/6,58783,3045765,58627,3039721
343,497,overview,United Kingdom,K02000001,2021/1/7,53187,3098952,53040,3092761
344,496,overview,United Kingdom,K02000001,2021/1/8,48104,3147056,47958,3140719
345,495,overview,United Kingdom,K02000001,2021/1/9,40035,3187091,39952,3180671
346,494,overview,United Kingdom,K02000001,2021/1/10,37174,3224265,37105,3217776
347,493,overview,United Kingdom,K02000001,2021/1/11,58591,3282856,58380,3276156
348,492,overview,United Kingdom,K02000001,2021/1/12,50647,3333503,50435,3326591
349,491,overview,United Kingdom,K02000001,2021/1/13,46506,3380009,46377,3372968
350,490,overview,United Kingdom,K02000001,2021/1/14,43473,3423482,43316,3416284
351,489,overview,United Kingdom,K02000001,2021/1/15,41450,3464932,41313,3457597
352,488,overview,United Kingdom,K02000001,2021/1/16,31248,3496180,31160,3488757
353,487,overview,United Kingdom,K02000001,2021/1/17,29592,3525772,29507,3518264
354,486,overview,United Kingdom,K02000001,2021/1/18,45956,3571728,45752,3564016
