,areaType,areaName,areaCode,date,hospitalCases,住院比例
0,overview,United Kingdom,K02000001,2020-03-27,7267,0.3055929352396972
1,overview,United Kingdom,K02000001,2020-03-28,8278,0.31174211041650973
2,overview,United Kingdom,K02000001,2020-03-29,9525,0.3242884379681329
3,overview,United Kingdom,K02000001,2020-03-30,11093,0.33047338159501893
4,overview,United Kingdom,K02000001,2020-03-31,12597,0.3312384959242703
5,overview,United Kingdom,K02000001,2020-04-01,13637,0.31772325901074067
6,overview,United Kingdom,K02000001,2020-04-02,13875,0.2906063462142633
7,overview,United Kingdom,K02000001,2020-04-03,15546,0.29556818829971293
8,overview,United Kingdom,K02000001,2020-04-04,17502,0.3093701942622806
9,overview,United Kingdom,K02000001,2020-04-05,18855,0.313575812004191
10,overview,United Kingdom,K02000001,2020-04-06,19493,0.2980489893275435
11,overview,United Kingdom,K02000001,2020-04-07,20234,0.2854724248366935
12,overview,United Kingdom,K02000001,2020-04-08,20740,0.272804998355804
13,overview,United Kingdom,K02000001,2020-04-09,21005,0.2596415327564895
14,overview,United Kingdom,K02000001,2020-04-10,21280,0.24968613232895678
15,overview,United Kingdom,K02000001,2020-04-11,21254,0.23931450704859702
16,overview,United Kingdom,K02000001,2020-04-12,21687,0.23491372306892405
17,overview,United Kingdom,K02000001,2020-04-13,21308,0.22075796191541824
18,overview,United Kingdom,K02000001,2020-04-14,21281,0.21100171529988002
19,overview,United Kingdom,K02000001,2020-04-15,20582,0.19430362419402042
20,overview,United Kingdom,K02000001,2020-04-16,20389,0.18332299337343438
21,overview,United Kingdom,K02000001,2020-04-17,19330,0.16635684533030398
22,overview,United Kingdom,K02000001,2020-04-18,19456,0.16087449044559654
23,overview,United Kingdom,K02000001,2020-04-19,19574,0.1568178176574267
24,overview,United Kingdom,K02000001,2020-04-20,19331,0.14955013499818198
25,overview,United Kingdom,K02000001,2020-04-21,19139,0.14276869368025302
26,overview,United Kingdom,K02000001,2020-04-22,18533,0.13278356129050747
27,overview,United Kingdom,K02000001,2020-04-23,17867,0.12344203399198563
28,overview,United Kingdom,K02000001,2020-04-24,17063,0.11398053453216746
29,overview,United Kingdom,K02000001,2020-04-25,16604,0.10819898604178342
30,overview,United Kingdom,K02000001,2020-04-26,16555,0.10549020607389094
31,overview,United Kingdom,K02000001,2020-04-27,16662,0.10305988012840735
32,overview,United Kingdom,K02000001,2020-04-28,15877,0.09541925092552526
33,overview,United Kingdom,K02000001,2020-04-29,15521,0.09033027789902517
34,overview,United Kingdom,K02000001,2020-04-30,15164,0.08577602298824567
35,overview,United Kingdom,K02000001,2020-05-01,14723,0.08109522340706794
36,overview,United Kingdom,K02000001,2020-05-02,14380,0.07780964233537147
37,overview,United Kingdom,K02000001,2020-05-03,14188,0.07554362873511809
38,overview,United Kingdom,K02000001,2020-05-04,14097,0.0737252235761728
39,overview,United Kingdom,K02000001,2020-05-05,13723,0.07041191199408915
40,overview,United Kingdom,K02000001,2020-05-06,13148,0.06616078257719094
41,overview,United Kingdom,K02000001,2020-05-07,12626,0.06234599906179789
42,overview,United Kingdom,K02000001,2020-05-08,12053,0.05862952928071447
43,overview,United Kingdom,K02000001,2020-05-09,12015,0.05783421340174923
44,overview,United Kingdom,K02000001,2020-05-10,11727,0.05581999752482317
45,overview,United Kingdom,K02000001,2020-05-11,11967,0.05599958820391394
46,overview,United Kingdom,K02000001,2020-05-12,11591,0.05338817547027286
47,overview,United Kingdom,K02000001,2020-05-13,11342,0.05145210898302471
48,overview,United Kingdom,K02000001,2020-05-14,10921,0.04895816522316065
49,overview,United Kingdom,K02000001,2020-05-15,10691,0.04738960451777055
50,overview,United Kingdom,K02000001,2020-05-16,10238,0.04496661981728742
51,overview,United Kingdom,K02000001,2020-05-17,10199,0.04443679553148568
52,overview,United Kingdom,K02000001,2020-05-18,10231,0.04408051771234565
53,overview,United Kingdom,K02000001,2020-05-19,10013,0.04257933926118702
54,overview,United Kingdom,K02000001,2020-05-20,9563,0.04020094165125273
55,overview,United Kingdom,K02000001,2020-05-21,9293,0.038648849850486805
56,overview,United Kingdom,K02000001,2020-05-22,9184,0.037871540263253387
57,overview,United Kingdom,K02000001,2020-05-23,8814,0.03611762199019817
58,overview,United Kingdom,K02000001,2020-05-24,8814,0.035915553219319586
59,overview,United Kingdom,K02000001,2020-05-25,8836,0.03576835577288956
60,overview,United Kingdom,K02000001,2020-05-26,8732,0.03505363221786884
61,overview,United Kingdom,K02000001,2020-05-27,8220,0.03275827026768528
62,overview,United Kingdom,K02000001,2020-05-28,7907,0.03129180089122468
63,overview,United Kingdom,K02000001,2020-05-29,7586,0.029840647950373108
64,overview,United Kingdom,K02000001,2020-05-30,7268,0.02846300553360303
65,overview,United Kingdom,K02000001,2020-05-31,7238,0.028226136669409468
66,overview,United Kingdom,K02000001,2020-06-01,7248,0.02810740378798455
67,overview,United Kingdom,K02000001,2020-06-02,7087,0.027324953732264033
68,overview,United Kingdom,K02000001,2020-06-03,6815,0.026138250827487546
69,overview,United Kingdom,K02000001,2020-06-04,6580,0.025116612845353426
70,overview,United Kingdom,K02000001,2020-06-05,6379,0.024245441864531113
71,overview,United Kingdom,K02000001,2020-06-06,6149,0.023300051154771604
72,overview,United Kingdom,K02000001,2020-06-07,5944,0.02246180472892033
73,overview,United Kingdom,K02000001,2020-06-08,5931,0.022319983742652205
74,overview,United Kingdom,K02000001,2020-06-09,5736,0.02149191992236531
75,overview,United Kingdom,K02000001,2020-06-10,5475,0.020422474793630425
76,overview,United Kingdom,K02000001,2020-06-11,5179,0.01924563359345968
77,overview,United Kingdom,K02000001,2020-06-12,5090,0.01884117518591317
78,overview,United Kingdom,K02000001,2020-06-13,4941,0.01822984884094171
79,overview,United Kingdom,K02000001,2020-06-14,4908,0.01805307781435639
80,overview,United Kingdom,K02000001,2020-06-15,4870,0.01784471071049064
81,overview,United Kingdom,K02000001,2020-06-16,4863,0.01774733315572619
82,overview,United Kingdom,K02000001,2020-06-17,4719,0.017158128204195905
83,overview,United Kingdom,K02000001,2020-06-18,4560,0.01651862692536189
84,overview,United Kingdom,K02000001,2020-06-19,4414,0.015932429749679657
85,overview,United Kingdom,K02000001,2020-06-20,4253,0.015313544187118331
86,overview,United Kingdom,K02000001,2020-06-21,4223,0.015170783578336278
87,overview,United Kingdom,K02000001,2020-06-22,4282,0.015333216358772913
88,overview,United Kingdom,K02000001,2020-06-23,4135,0.014760160773311059
89,overview,United Kingdom,K02000001,2020-06-24,4031,0.01434912769691339
90,overview,United Kingdom,K02000001,2020-06-25,3851,0.01367304694850683
91,overview,United Kingdom,K02000001,2020-06-26,3621,0.012826098506986877
92,overview,United Kingdom,K02000001,2020-06-27,3545,0.012527918351191655
93,overview,United Kingdom,K02000001,2020-06-28,3558,0.01255393995420176
94,overview,United Kingdom,K02000001,2020-06-29,3749,0.013194153606836043
95,overview,United Kingdom,K02000001,2020-06-30,3384,0.01188352460282901
96,overview,United Kingdom,K02000001,2020-07-01,3199,0.01120820136222216
97,overview,United Kingdom,K02000001,2020-07-02,3080,0.010768402430582262
98,overview,United Kingdom,K02000001,2020-07-03,2943,0.010269025437035487
99,overview,United Kingdom,K02000001,2020-07-04,2803,0.00976692486471607
100,overview,United Kingdom,K02000001,2020-07-05,2742,0.009535832403050632
101,overview,United Kingdom,K02000001,2020-07-06,2700,0.00936651159886353
102,overview,United Kingdom,K02000001,2020-07-07,2599,0.008997157881254133
103,overview,United Kingdom,K02000001,2020-07-08,2455,0.008477736875910795
104,overview,United Kingdom,K02000001,2020-07-09,2346,0.008081183862433863
105,overview,United Kingdom,K02000001,2020-07-10,2245,0.0077181715668747765
106,overview,United Kingdom,K02000001,2020-07-11,2120,0.007276946154030982
107,overview,United Kingdom,K02000001,2020-07-12,2102,0.007206107707655547
108,overview,United Kingdom,K02000001,2020-07-13,2114,0.0072289074227953375
109,overview,United Kingdom,K02000001,2020-07-14,1994,0.006802164138881498
110,overview,United Kingdom,K02000001,2020-07-15,1975,0.0067195383762192985
111,overview,United Kingdom,K02000001,2020-07-16,1830,0.006211159043006337
112,overview,United Kingdom,K02000001,2020-07-17,1805,0.006114229386917243
113,overview,United Kingdom,K02000001,2020-07-18,1777,0.006009103267301957
114,overview,United Kingdom,K02000001,2020-07-19,1743,0.005885213022426612
115,overview,United Kingdom,K02000001,2020-07-20,1735,0.005841829519589489
116,overview,United Kingdom,K02000001,2020-07-21,1635,0.005490556913736131
117,overview,United Kingdom,K02000001,2020-07-22,1748,0.005853985264567984
118,overview,United Kingdom,K02000001,2020-07-23,1539,0.005140143215946134
119,overview,United Kingdom,K02000001,2020-07-24,1454,0.004843728138262787
120,overview,United Kingdom,K02000001,2020-07-25,1402,0.004662268216765543
121,overview,United Kingdom,K02000001,2020-07-26,1384,0.004593809642353332
122,overview,United Kingdom,K02000001,2020-07-27,1371,0.004537571489091294
123,overview,United Kingdom,K02000001,2020-07-28,1370,0.004521452145214521
124,overview,United Kingdom,K02000001,2020-07-29,1351,0.004443172773973729
125,overview,United Kingdom,K02000001,2020-07-30,1315,0.004311362324922625
126,overview,United Kingdom,K02000001,2020-07-31,1267,0.00414451840826941
